# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,0.9
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-273.08684705486735,67,Terminated: Crash
1,-95.32203828566821,129,Terminated: Crash
2,-109.71349516625654,151,Terminated: Crash
3,-150.9793723106303,86,Terminated: Crash
4,-84.07805084515066,107,Terminated: Crash
5,-188.99400087341485,140,Terminated: Crash
6,-394.0895538913635,114,Terminated: Out of view
7,-83.60861134825316,126,Terminated: Crash
8,-465.77116418506307,105,Terminated: Out of view
9,-121.86247455406927,160,Terminated: Crash
10,-93.01557447024867,103,Terminated: Crash
11,-82.10737395833259,114,Terminated: Crash
12,-150.8790332852862,133,Terminated: Crash
13,-231.30997419386654,291,Terminated: Crash
14,-86.53108029469298,114,Terminated: Crash
15,-20.265066048905297,341,Terminated: Crash
16,10.173464812616544,999,Truncated: Sleep
17,245.2954524272317,771,Terminated: Landed
18,-124.56657587607204,999,Truncated: Sleep
19,-67.68332656075371,999,Truncated: Sleep
20,-72.058751493437,999,Truncated: Sleep
21,-115.29836160990597,999,Truncated: Sleep
22,-50.960162698390775,999,Truncated: Sleep
23,-37.46460198365485,999,Truncated: Sleep
24,-80.707062439317,999,Truncated: Sleep
25,-39.79436873034962,999,Truncated: Sleep
26,-30.597681339944415,999,Truncated: Sleep
27,-71.1909592674633,999,Truncated: Sleep
28,-22.289311224107006,999,Truncated: Sleep
29,-43.45002587013518,999,Truncated: Sleep
30,-26.01453014591132,999,Truncated: Sleep
31,-120.57557003041873,157,Terminated: Crash
32,-60.68523407059439,250,Terminated: Crash
33,-43.47126741876629,999,Truncated: Sleep
34,-155.2528479373548,344,Terminated: Crash
35,-126.07141471917066,288,Terminated: Crash
36,-132.73389733291552,109,Terminated: Crash
37,-96.86400127026197,585,Terminated: Crash
38,-13.113303854598128,999,Truncated: Sleep
39,-13.124446010062954,999,Truncated: Sleep
40,-17.60162344669826,999,Truncated: Sleep
41,9.776195838653315,999,Truncated: Sleep
42,-41.045694338007976,999,Truncated: Sleep
43,-17.35141553494233,999,Truncated: Sleep
44,9.057347243042727,999,Truncated: Sleep
45,7.9993368734349515,999,Truncated: Sleep
46,-41.90826960360389,999,Truncated: Sleep
47,-40.94859175208306,999,Truncated: Sleep
48,-27.90451864791362,999,Truncated: Sleep
49,-70.4201528647144,999,Truncated: Sleep
50,-53.390868687131366,999,Truncated: Sleep
51,-44.23836066755242,999,Truncated: Sleep
52,-52.70403767645746,999,Truncated: Sleep
53,-8.776363509891082,999,Truncated: Sleep
54,-49.3551967697658,999,Truncated: Sleep
55,-3.66995378493222,999,Truncated: Sleep
56,-2.852511062360831,999,Truncated: Sleep
57,-40.11944623799707,999,Truncated: Sleep
58,-43.06198075461945,999,Truncated: Sleep
59,23.13293971857631,999,Truncated: Sleep
60,-8.809474341443215,999,Truncated: Sleep
61,10.791146742185216,999,Truncated: Sleep
62,9.350532616379017,999,Truncated: Sleep
63,-8.280940775662948,999,Truncated: Sleep
64,-19.545920836599578,999,Truncated: Sleep
65,-34.36190052584874,999,Truncated: Sleep
66,-52.88638607838983,999,Truncated: Sleep
67,-20.802802066304476,999,Truncated: Sleep
68,-72.31657848429111,999,Truncated: Sleep
69,-20.75932415383955,999,Truncated: Sleep
70,9.646047876158477,999,Truncated: Sleep
71,-71.87805786683897,231,Terminated: Crash
72,-34.79542815119028,999,Truncated: Sleep
73,-57.26656395755496,999,Truncated: Sleep
