# Run configuration
# Environment,LunarLander-v3
# Render mode,rgb_array
# Batch,128
# Gamma,0.99
# Eps_start,0.9
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-250.46879255992224,96,Terminated: Crash
1,-177.19239555873372,60,Terminated: Crash
2,-375.0199395858705,84,Terminated: Out of view
3,-146.34421222101125,94,Terminated: Crash
4,-209.2573164349232,102,Terminated: Crash
5,-90.53355036070688,129,Terminated: Crash
6,-167.05606867728017,124,Terminated: Crash
7,-231.77775024005527,132,Terminated: Crash
8,-93.03097314158519,280,Terminated: Crash
9,-110.83708723121956,110,Terminated: Crash
10,-71.94680217296349,128,Terminated: Crash
11,-125.00832327040578,236,Terminated: Crash
12,-106.8712642675355,151,Terminated: Crash
13,-104.22706945856517,128,Terminated: Crash
14,-185.31694460909534,196,Terminated: Crash
15,-48.49935543700121,235,Terminated: Crash
16,37.924976193721704,334,Terminated: Crash
17,5.635618105905443,999,Truncated: Sleep
18,-109.72826877741899,999,Truncated: Sleep
19,-76.14631399404493,999,Truncated: Sleep
20,-71.77882796249273,999,Truncated: Sleep
21,-14.317490892542995,999,Truncated: Sleep
22,-10.303755677060431,999,Truncated: Sleep
23,-74.49388362925598,999,Truncated: Sleep
24,-43.74579359842948,999,Truncated: Sleep
25,-21.7687237544596,999,Truncated: Sleep
26,-106.05230152039344,999,Truncated: Sleep
27,-0.23599966526822969,999,Truncated: Sleep
28,-117.88187894140607,420,Terminated: Crash
29,-47.82049769540212,999,Truncated: Sleep
30,-58.892632960382564,999,Truncated: Sleep
31,-27.959440136642602,999,Truncated: Sleep
32,-41.870521256093994,999,Truncated: Sleep
33,-34.85719283944076,999,Truncated: Sleep
34,-31.804569939979665,999,Truncated: Sleep
35,-44.982982578030175,999,Truncated: Sleep
36,-59.609611339656475,237,Terminated: Crash
37,-29.072897082882236,999,Truncated: Sleep
38,-161.5643891090833,496,Terminated: Crash
39,-37.33479775193393,999,Truncated: Sleep
40,-103.66839260304897,243,Terminated: Crash
41,-145.06892098210946,350,Terminated: Crash
42,-58.0383916685126,999,Truncated: Sleep
43,6.369308473855523,999,Truncated: Sleep
44,-36.56713734746091,999,Truncated: Sleep
45,-40.400133639151505,999,Truncated: Sleep
46,-36.26356148628997,999,Truncated: Sleep
47,-6.849527300662627,999,Truncated: Sleep
48,-3.9509337585363777,999,Truncated: Sleep
49,-21.415903306162143,999,Truncated: Sleep
50,-16.263979815719786,999,Truncated: Sleep
51,-1.2866924400579804,999,Truncated: Sleep
52,13.905126322934288,999,Truncated: Sleep
53,-18.50722002243869,999,Truncated: Sleep
54,20.206354611133982,999,Truncated: Sleep
55,-6.5535479769583445,999,Truncated: Sleep
56,-33.265038180756676,999,Truncated: Sleep
57,217.4087982579485,634,Terminated: Landed
58,24.34951214736738,999,Truncated: Sleep
59,-44.64760119154063,235,Terminated: Crash
60,28.96404533324338,999,Truncated: Sleep
61,-2.6988451435070853,999,Truncated: Sleep
62,-2.1991924808913317,999,Truncated: Sleep
63,-28.22795176228356,999,Truncated: Sleep
64,-35.888562479660955,999,Truncated: Sleep
65,130.73505452652734,899,Terminated: Crash
66,-35.99422315309221,999,Truncated: Sleep
67,-27.33321503891656,999,Truncated: Sleep
68,17.305144619352518,999,Truncated: Sleep
69,235.18453388212865,555,Terminated: Landed
70,-54.532009527682085,999,Truncated: Sleep
71,226.64735718819853,440,Terminated: Landed
72,-162.32404718553843,825,Terminated: Crash
