# Run configuration
# Environment,unknown_env
# Render mode,unknown_render_mode
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-308.0042540314247,71,Terminated: Out of view
1,-47.847565277421964,115,Terminated: Crash
2,-393.5239016649407,112,Terminated: Out of view
3,-172.083270659871,127,Terminated: Crash
4,-111.00220471530808,99,Terminated: Crash
5,-22.224081159314068,131,Terminated: Crash
6,-120.00153929940004,94,Terminated: Crash
7,-112.56347526531857,100,Terminated: Crash
8,-205.06054440729537,100,Terminated: Crash
9,-142.8234928069912,134,Terminated: Crash
10,-25.567622547422886,169,Terminated: Crash
11,-178.2316090869566,105,Terminated: Crash
12,-59.87272509003765,157,Terminated: Crash
13,-155.22852204243657,74,Terminated: Crash
14,-141.97619573319778,173,Terminated: Crash
15,28.200789477347882,230,Terminated: Crash
16,-152.41697601935857,935,Terminated: Crash
17,-119.38746472185677,504,Terminated: Crash
18,-50.87201862536656,999,Truncated: Sleep
19,-78.98253152062155,999,Truncated: Sleep
20,-118.22781475045834,999,Truncated: Sleep
21,-51.15503602058994,999,Truncated: Sleep
22,-66.54127008816658,999,Truncated: Sleep
23,-124.20914132148773,999,Truncated: Sleep
24,-98.10486525242217,999,Truncated: Sleep
25,-96.20354388352504,999,Truncated: Sleep
26,-161.3682331306854,999,Truncated: Sleep
27,-207.20148688544464,850,Terminated: Crash
28,-205.1373222059358,683,Terminated: Crash
29,-32.33448956764801,999,Truncated: Sleep
30,-39.175448686880735,999,Truncated: Sleep
31,-88.89488844034511,999,Truncated: Sleep
32,-47.78474604474553,999,Truncated: Sleep
33,-18.257789570048313,999,Truncated: Sleep
34,-55.407816256327415,999,Truncated: Sleep
35,-59.21349627365101,999,Truncated: Sleep
36,-40.35582534624358,999,Truncated: Sleep
37,-43.96188282531828,999,Truncated: Sleep
38,-54.851262574973894,999,Truncated: Sleep
39,-78.12294564397021,999,Truncated: Sleep
40,-117.96155518293106,999,Truncated: Sleep
41,-64.45634314710632,999,Truncated: Sleep
