# Run configuration
# Environment,unknown_env
# Render mode,unknown_render_mode
# Batch,128
# Gamma,0.99
# Eps_start,1.0
# Eps_end,0.01
# Eps_decay,2500
# Tau,0.005
# Lr,0.0003

Episode,Reward,Episode_length,Status
0,-325.49910332491936,115,Terminated: Out of view
1,-359.7410911829063,88,Terminated: Out of view
2,-99.03195920496687,66,Terminated: Crash
3,-169.09908741519217,82,Terminated: Crash
4,-118.8585986680496,118,Terminated: Crash
5,-35.55632977901077,96,Terminated: Crash
6,-96.7031491240985,104,Terminated: Crash
7,-229.6986488210766,131,Terminated: Crash
8,-211.57482253045558,124,Terminated: Crash
9,-204.84217352769681,102,Terminated: Crash
10,-146.60453179108873,134,Terminated: Crash
11,13.590487312185132,157,Terminated: Crash
12,16.585627068783737,199,Terminated: Crash
13,-24.2812154731225,203,Terminated: Crash
14,-96.6434871428953,242,Terminated: Crash
15,-171.49231366450766,123,Terminated: Crash
16,-75.38259465672665,117,Terminated: Crash
17,-224.71962860127772,248,Terminated: Crash
18,5.033514583426481,317,Terminated: Crash
19,-331.3093732304701,889,Terminated: Out of view
20,-148.79648368233734,999,Truncated: Sleep
21,-142.41995917296262,999,Truncated: Sleep
22,-147.39191492308038,999,Truncated: Sleep
23,5.529297076319051,999,Truncated: Sleep
24,-28.1762149860099,999,Truncated: Sleep
25,-10.25537240570682,999,Truncated: Sleep
26,-44.83042110381718,999,Truncated: Sleep
27,-82.82330993151743,999,Truncated: Sleep
28,-10.77682117563187,999,Truncated: Sleep
29,-21.10909573556715,999,Truncated: Sleep
30,8.372102343648553,999,Truncated: Sleep
31,-45.427262695109704,999,Truncated: Sleep
32,14.607081622840855,999,Truncated: Sleep
33,-39.14415392059629,999,Truncated: Sleep
34,16.631483764969566,999,Truncated: Sleep
35,22.547653192422953,999,Truncated: Sleep
36,-17.736810513185112,999,Truncated: Sleep
37,-49.782757731871804,999,Truncated: Sleep
38,-19.29733685890251,999,Truncated: Sleep
39,-28.635599901436603,999,Truncated: Sleep
40,1.5552592007195065,999,Truncated: Sleep
41,6.870888315857122,999,Truncated: Sleep
42,7.20740256984826,999,Truncated: Sleep
43,-15.026322867585256,999,Truncated: Sleep
44,-18.184661111444665,999,Truncated: Sleep
45,-14.998928910969394,999,Truncated: Sleep
46,15.977464263083247,999,Truncated: Sleep
47,-41.06863267086939,999,Truncated: Sleep
48,-37.93714117809397,999,Truncated: Sleep
49,-67.30026779547444,999,Truncated: Sleep
50,-36.8041121433929,999,Truncated: Sleep
51,-14.927406928693454,999,Truncated: Sleep
52,-102.27760451730303,999,Truncated: Sleep
53,-13.895852224391174,999,Truncated: Sleep
54,-23.674005095966706,999,Truncated: Sleep
55,23.04101783121889,999,Truncated: Sleep
56,-67.61358992035187,999,Truncated: Sleep
57,-15.96348518340476,999,Truncated: Sleep
58,5.9063346307133315,999,Truncated: Sleep
59,-320.6458026880535,333,Terminated: Out of view
60,-73.81972485997511,999,Truncated: Sleep
61,188.980090933462,778,Terminated: Crash
62,147.7844263674723,845,Terminated: Crash
63,20.607471744277177,999,Truncated: Sleep
64,-326.2194030107508,499,Terminated: Out of view
65,203.50315258755734,758,Terminated: Landed
66,186.1035788589695,758,Terminated: Crash
67,183.20525564909798,757,Terminated: Crash
68,165.11371728263467,735,Terminated: Crash
69,191.93873325495542,775,Terminated: Crash
70,207.27914640883017,803,Terminated: Landed
71,38.8067853896716,999,Truncated: Sleep
72,163.40981921166173,886,Terminated: Crash
73,161.8804556484525,743,Terminated: Crash
74,1.0163764547327847,999,Truncated: Sleep
75,201.39065957707044,760,Terminated: Landed
76,224.75223835876903,584,Terminated: Landed
77,200.25708348616203,554,Terminated: Landed
78,217.65538791506907,566,Terminated: Landed
79,196.22390796474187,733,Terminated: Crash
80,221.46266907072817,604,Terminated: Landed
81,-8.129669023122261,396,Terminated: Crash
82,203.84308339489172,629,Terminated: Landed
83,164.8423879383912,844,Terminated: Crash
84,132.27098894362777,927,Terminated: Crash
85,156.94042812180507,803,Terminated: Crash
86,248.30391595325293,458,Terminated: Landed
87,195.44340603710455,537,Terminated: Crash
88,222.62353581576747,573,Terminated: Landed
89,-35.80156627743058,999,Truncated: Sleep
90,1.74509523274439,180,Terminated: Crash
91,27.411517465560593,186,Terminated: Crash
